"complaint_number","status","date_entered","house_number","house_street","zip_code","bin","community_board","special_district","complaint_category","unit","disposition_date","disposition_code","inspection_date","dobrundate"
"4076592","CLOSED","03/18/1998","48-12","37 STREET","11101","4003380","402",,"45","QNS.","04/22/1998","I2","04/20/1998","20260427000000"
"1063142","CLOSED","12/11/1998","40","WEST 13 STREET","10011","1009615","102",,"73","MAN.","12/17/1998","I2","12/16/1998","20260427000000"
"4A02852","CLOSED","07/06/2025","58-37","59 STREET","11378","4060262","405",,"45","Q-L","10/29/2025","C7","10/29/2025","20260427000000"
"1673600","CLOSED","07/28/2024","54","WEST 31 STREET","10001","1015797","105",,"23","CSE","07/29/2024","I2","07/29/2024","20260427000000"
"1664757","CLOSED","04/08/2024","404","EAST 10 STREET","10009","1004542","103",,"66","PLUMB","04/10/2024","C2","04/10/2024","20260427000000"
"3111831","CLOSED","04/23/2003","152","REMSEN STREET","11201","3002246","302",,"37","ERT","04/24/2003","A9","04/23/2003","20260427000000"
"3798779","CLOSED","05/26/2021","644","LORIMER STREET","11211","3322795","301",,"45","Q-L","02/03/2022","C2","02/03/2022","20260427000000"
"2424314","CLOSED","09/08/2025","50","EAST 191 STREET","10468","2013932","207",,"6M","ELEVR","01/15/2026","A8","01/15/2026","20260427000000"
"4574345","CLOSED","01/28/2014","104-44","124 STREET","11419","4204473","410",,"75","SPOPS","04/04/2014","I2","04/03/2014","20260427000000"
"4403485","CLOSED","06/09/2009","54-51","63 PLACE","11378","4054473","405",,"83","QNS.","07/20/2009","L2","07/15/2009","20260427000000"
"3A35729","CLOSED","11/03/2025","247","VERMONT STREET","11207","3083688","305",,"7R","SPOPS","11/18/2025","A8","11/18/2025","20260427000000"
"1022005","CLOSED","12/02/1992","533","MADISON AVENUE","10022","1035747","105",,"63","ELEVR","12/11/1992","A1","12/03/1992","20260427000000"
"1494956","CLOSED","11/14/2018","528","9 AVENUE","10018","1013676","104",,"2G","SPOPS","05/27/2020","I2","05/21/2020","20260427000000"
"4751108","CLOSED","10/11/2018","35-43","72 STREET","11372","4029544","403",,"35","QNS.","11/07/2018","A8","11/07/2018","20260427000000"
"2142131","CLOSED","03/03/2010","758","PELHAM PARKWAY SOUTH","10462","2049415","211",,"63","ELEVR","03/17/2010","A1","03/09/2010","20260427000000"
"3074151","CLOSED","09/17/1999","1719","SHEEPSHEAD BAY ROAD","11235","3247045","315",,"05","BKLYN","03/13/2006","L2","03/13/2006","20260427000000"
"2384884","CLOSED","01/23/2024","1133","OGDEN AVENUE","10452","2088158","204",,"94","PLUMB","02/05/2024","I2","02/05/2024","20260427000000"
"3057854","CLOSED","08/19/1997","75","COURT ST","11201","3002557","302",,"23","BKLYN","10/07/1997","B1","08/19/1997","20260427000000"
"3373796","CLOSED","04/11/2011","324","EAST    3 STREET","11218","3124556","312",,"05","BKLYN","04/11/2011","A8","03/21/2011","20260427000000"
"5085450","CLOSED","05/28/2010","1466","RICHMOND ROAD","10304","5048566","502",,"45","ST.IS","07/09/2010","I2","07/08/2010","20260427000000"
"4898298","CLOSED","08/09/2022","48-15","108 STREET","11368","4049560","404",,"53","QNS.","03/09/2023","I2","03/08/2023","20260427000000"
"1695336","CLOSED","05/12/2025","220","EAST 70 STREET","10021","1043912","108",,"23","CSE","05/14/2025","I2","05/14/2025","20260427000000"
"4603107","CLOSED","10/24/2014","152-02","PECK AVENUE","11355","4116883","407",,"45","QNS.","03/12/2015","C2","03/08/2015","20260427000000"
"3127877","CLOSED","03/22/2004","403","LEFFERTS AVENUE","11225","3852935","309",,"86","BKLYN","03/24/2004","I2","03/23/2004","20260427000000"
"4201491","CLOSED","08/13/2004","257-10","147 DRIVE","11422","4290551","413",,"85","QNS.","03/24/2005","K2","03/24/2005","20260427000000"
"2334815","CLOSED","04/21/2022","2118","WESTCHESTER AVENUE","10462","2026597","209",,"94","PLUMB","04/25/2022","I2","04/22/2022","20260427000000"
"3257989","CLOSED","03/24/2008","2302","AVENUE O","11210","3182177","314",,"45","BKLYN","05/12/2008","I2","05/05/2008","20260427000000"
"4063569","CLOSED","04/30/1997","15-56","150 STREET","11357","4105731","407",,"32","QNS.","06/17/1997","C2","06/04/1997","20260427000000"
"3454688","CLOSED","08/27/2013","3320","FILLMORE AVENUE","11234","3239994","318",,"05","BKLYN","08/30/2013","I1","08/30/2013","20260427000000"
"2006735","CLOSED","08/06/1991","124","WEST 179 STREET","10453","2014866","205",,"39","BRONX","08/28/1991","I2","08/15/1991","20260427000000"
"2305771","CLOSED","08/26/2020","1230","EAST TREMONT AVENUE","10460","2028410","209",,"45","Q-L","11/04/2020","I2","11/04/2020","20260427000000"
"2129332","CLOSED","04/22/2009","1066","VIRGINIA AVENUE","10472","2025682","209",,"05","BRONX","06/12/2009","A8","06/11/2009","20260427000000"
"3465189","CLOSED","12/20/2013","2121","BEEKMAN PLACE","11225","3114595","309",,"63","ELEVR","09/22/2014","A8","09/17/2014","20260427000000"
"4431898","CLOSED","01/20/2010","14-17","COLLEGE POINT BOULEVARD","11356","4098351","407",,"15","QNS.","09/16/2010","L2","09/10/2010","20260427000000"
"3384157","CLOSED","07/16/2011","690","MYRTLE AVENUE","11205","3048555","303",,"14","ERT","07/20/2011","L2","07/19/2011","20260427000000"
"3376904","CLOSED","05/08/2011","1729","86 STREET","11214","3165746","311",,"04","ERT","10/10/2011","I2","10/09/2011","20260427000000"
"4913322","CLOSED","01/23/2023","57-12 GAR","162 STREET","11365","4623788","407",,"7G","CSE","01/24/2023","I2","01/23/2023","20260427000000"
"3324055","CLOSED","11/11/2009","334","PUTNAM AVENUE","11216","3051922","303",,"3A","CITY","11/19/2009","I2","11/16/2009","20260427000000"
"3665847","CLOSED","09/04/2018","229","9 STREET","11215","3022068","306",,"04","ERT","09/13/2018","I2","09/12/2018","20260427000000"
"1415041","CLOSED","01/22/2016","222","EAST 12 STREET","10003","1006832","103",,"94","PLUMB","01/22/2016","A8","01/21/2016","20260427000000"
"3384903","CLOSED","07/24/2011","2084","EAST    7 STREET","11223","3192018","315",,"05","BKLYN","12/21/2011","I2","12/09/2011","20260427000000"
"4A14290","CLOSED","10/17/2025","142-31","BOOTH MEMORIAL AVENUE","11355","4116734","407",,"91","CSE","10/18/2025","I2","10/17/2025","20260427000000"
"2007875","CLOSED","01/09/1992","1125","EAST GUN HILL ROAD","10469","2059729","212",,"05","BRONX","01/22/1992","H1","10/23/1991","20260427000000"
"3460356","CLOSED","10/28/2013","312","STUYVESANT AVENUE","11233","3046084","303",,"05","BKLYN","01/31/2014","I2","01/29/2014","20260427000000"
"1075599","CLOSED","05/04/2000","102","CONVENT AVENUE","10027","1059629","109",,"66","MAN.","05/15/2000","I2","05/12/2000","20260427000000"
"1226821","CLOSED","06/05/2008","173","EAST HOUSTON STREET","10002","1005544","103",,"49","SPOPS","06/05/2008","A1","05/28/2008","20260427000000"
"3919238","CLOSED","07/19/2023","379","12 STREET","11215","3023039","306",,"83","CSE","07/21/2023","I2","07/21/2023","20260427000000"
"1260247","CLOSED","07/09/2009","53","MONROE STREET","10002","1003267","103",,"05","MAN.","08/14/2009","I2","08/11/2009","20260427000000"
"2310858","CLOSED","12/16/2020","170","WEST KINGSBRIDGE ROAD","10463","2015211","207",,"6S","ELEVR","01/14/2021","A8","01/13/2021","20260427000000"
"4128186","CLOSED","06/04/2001","62-17","80 STREET","11379","4068340","405",,"45","QNS.","06/14/2001","I2","06/12/2001","20260427000000"
"3786767","CLOSED","02/16/2021","138","WILLOUGHBY STREET","11201","3396962","302",,"7F","CSE","02/16/2021","I2","02/16/2021","20260427000000"
"1014807","CLOSED","07/29/1991","312","EAST 42 STREET","10017","1038656","106",,"53","MAN.","10/09/1991","I2","10/02/1991","20260427000000"
"2089925","CLOSED","10/05/2006","3683","EAST TREMONT AVENUE","10465","2826122","210",,"31","BRONX","10/16/2006","I2","10/13/2006","20260427000000"
"4975555","CLOSED","10/17/2024","106-12","ROCKAWAY BOULEVARD","11417","4247811","410",,"1X","QNS.","10/19/2024","I2","10/18/2024","20260427000000"
"4351382","CLOSED","05/07/2008","223-08","41 AVENUE","11361","4138888","411",,"83","QNS.","05/08/2008","A9","05/06/2008","20260427000000"
"2348867","CLOSED","07/12/2022","2676","GRAND CONCOURSE","10458","2017133","207",,"1L","PLUMB","10/04/2022","I2","10/03/2022","20260427000000"
"4807012","CLOSED","03/09/2020","88-10","34 AVENUE","11372","4035650","403",,"6S","ELEVR","04/01/2020","A8","04/01/2020","20260427000000"
"4062496","CLOSED","03/28/1997","80-83","CYPRESS AVENUE","11385","4091107","405",,"48","QNS.","05/17/1999","A9","05/08/1999","20260427000000"
"2170447","CLOSED","03/14/2012","4175","3 AVENUE","10457","2009609","206",,"05","BRONX","01/14/2013","H1","01/13/2013","20260427000000"
"3713946","CLOSED","07/30/2019","53","MONTROSE AVENUE","11206","3071077","301",,"5H","OBM","07/30/2019","A8","07/30/2019","20260427000000"
"4941930","CLOSED","10/31/2023","214-80","JAMAICA AVENUE","11428","4230638","413",,"86","EXEC","10/31/2023","I2","10/31/2023","20260427000000"
"1692417","CLOSED","04/03/2025","80","NORTH MOORE STREET","10013","1083157","101",,"7F","CSE","04/10/2025","I2","04/10/2025","20260427000000"
"1609627","CLOSED","05/13/2022","708","WEST 177 STREET","10033","1063508","112",,"58","BOILR","05/13/2022","A8","05/13/2022","20260427000000"
"2319446","CLOSED","06/20/2021","30","RICHMOND PLAZA","10453","2113628","205",,"6M","ELEVR","08/12/2021","H1","08/12/2021","20260427000000"
"2034684","CLOSED","07/05/2000","241","CALHOUN AVENUE","10465","2081006","210",,"36","BRONX","01/12/2001","I2","01/10/2001","20260427000000"
"3203934","CLOSED","09/25/2006","573","CRESCENT STREET","11208","3095496","305",,"45","BKLYN","12/22/2006","A9","12/22/2006","20260427000000"
"3772481","CLOSED","10/08/2020","2286","EAST 12 STREET","11229","3200548","315",,"4A","SPOPS","03/11/2021","C2","03/11/2021","20260427000000"
"2058840","CLOSED","04/15/2004","148","BRUCKNER BOULEVARD","10454","2000005","201",,"10","BRONX","04/15/2004","A9","04/15/2004","20260427000000"
"3562029","CLOSED","06/13/2016","711","SHEPHARD AVENUE","11208","3098342","305",,"59","ELCTR","06/20/2016","A8","06/14/2016","20260427000000"
"5080999","CLOSED","09/22/2009","53","RENFREW PLACE","10303","5147391","501",,"74","ST.IS","10/06/2009","I2","10/05/2009","20260427000000"
"3546183","CLOSED","02/05/2016","10","ST FRANCIS PLACE","11216","3032127","308",,"45","BKLYN","02/08/2016","I1","02/08/2016","20260427000000"
"2051439","CLOSED","05/01/2003","1226","ELDER AVENUE","10472","2025168","209",,"45","BRONX","05/23/2003","C2","05/21/2003","20260427000000"
"1443788","CLOSED","02/18/2017","220","CENTRAL PARK SOUTH","10019","1090184","105",,"04","ERT","02/19/2017","I1","02/19/2017","20260427000000"
"4711122","CLOSED","10/23/2017","65-33","JAY AVENUE","11378","4054924","405",,"23","SCFLD","09/07/2021","L2","09/07/2021","20260427000000"
"3584026","CLOSED","12/05/2016","1424","HERKIMER STREET","11233","3042730","316",,"63","ELEVR","12/09/2016","A8","12/07/2016","20260427000000"
"3504417","CLOSED","01/22/2015","1904","CONEY ISLAND AVENUE","11230","3175206","312",,"45","BKLYN","11/23/2015","I2","11/18/2015","20260427000000"
"3087382","CLOSED","03/09/2001","1219","EAST   31 STREET","11210","3209646","318",,"10","BKLYN","03/12/2001","A9","03/09/2001","20260427000000"
"4974104","CLOSED","10/03/2024","132-55","41 AVENUE","11355","4618654","407",,"4G","QNS.","10/03/2024","A8","10/03/2024","20260427000000"
"4576497","CLOSED","02/12/2014","120-09","SUTTER AVENUE","11420","4253558","410",,"05","QNS.","02/20/2014","C2","02/19/2014","20260427000000"
"3858017","CLOSED","06/08/2022","1460","EAST 85 STREET","11236","3227657","318",,"05","EXEC","09/14/2022","C2","09/14/2022","20260427000000"
"5022075","CLOSED","03/09/1998","170","GREAT KILLS ROAD","10308","5065448","503",,"05","ST.IS","05/20/1998","H1","05/11/1998","20260427000000"
"4992704","CLOSED","04/10/2025","116-29","219 STREET","11411","4244330","413",,"06","QNS.","05/01/2025","H1","05/01/2025","20260427000000"
"4358740","CLOSED","06/20/2008","5116","HILLYER STREET","11373","4056963","404",,"37","ERT","06/24/2008","I2","06/21/2008","20260427000000"
"3805110","CLOSED","07/07/2021","179","LINDEN BOULEVARD","11226","3116694","317",,"6M","ELEVR","09/20/2021","H1","09/20/2021","20260427000000"
"3453324","CLOSED","08/13/2013","1972","68 STREET","11204","3135038","311",,"45","BKLYN","11/21/2013","I2","11/19/2013","20260427000000"
"4A15187","CLOSED","10/27/2025","101-60","116 STREET","11419","4199014","409",,"45","Q-L","11/05/2025","H1","11/05/2025","20260427000000"
"3546180","CLOSED","02/05/2016","520","CROWN STREET","11213","3034322","309",,"05","BKLYN","02/08/2016","I1","02/08/2016","20260427000000"
"3460996","CLOSED","11/01/2013","1146","70 STREET","11228","3156963","310",,"45","BKLYN","02/25/2014","C2","02/24/2014","20260427000000"
"4777295","CLOSED","06/05/2019","81-05","139 STREET","11435","4143634","408",,"03","BEST","08/26/2019","C2","08/26/2019","20260427000000"
"3950033","CLOSED","03/05/2024","211","CROWN STREET","11225","3426243","309",,"6C","OBM","03/08/2024","A8","03/08/2024","20260427000000"
"3503243","CLOSED","01/09/2015","357","JEFFERSON AVENUE","11221","3052111","303",,"29","BKLYN","02/19/2015","A8","02/18/2015","20260427000000"
"4376769","CLOSED","10/18/2008","176-60","UNION TURNPIKE","11366","4155422","408",,"31","QNS.","11/05/2008","A9","10/30/2008","20260427000000"
"2416347","CLOSED","05/23/2025","770","BRYANT AVENUE","10474","2006565","202",,"58","BOILR","05/28/2025","I2","05/28/2025","20260427000000"
"3315932","CLOSED","08/18/2009","4102","13 AVENUE","11219","3135689","312",,"05","BKLYN","10/14/2009","L2","10/14/2009","20260427000000"
"4240243","CLOSED","09/14/2005","107-16","122 STREET","11419","4205591","410",,"45","QNS.","11/07/2005","C2","11/04/2005","20260427000000"
"4138125","CLOSED","12/10/2001","200-32","46 AVENUE","11361","4463123","411",,"45","QNS.","02/07/2002","C2","02/06/2002","20260427000000"
"3973626","CLOSED","08/22/2024","480","EAST 94 STREET","11212","3102567","317",,"7G","CSE","08/22/2024","I2","08/22/2024","20260427000000"
"3093343","CLOSED","09/19/2001","329","HANCOCK STREET","11216","3052475","303",,"05","BKLYN","12/24/2001","C2","12/20/2001","20260427000000"
"3179791","CLOSED","01/10/2006","836","EASTERN PARKWAY","11213","3033072","309",,"30","BKLYN","01/10/2006","H1","01/10/2006","20260427000000"
"3178525","CLOSED","12/21/2005","459","LAFAYETTE AVENUE","11205","3055409","303",,"73","BKLYN","10/03/2006","I2","09/25/2006","20260427000000"
"1593486","CLOSED","02/22/2022","415","EAST 52 STREET","10022","1078257","106",,"30","ERT","02/22/2022","A1","02/22/2022","20260427000000"
"2087063","CLOSED","07/29/2006","1240","WALTON AVENUE","10452","2002852","204",,"63","ELEVR","08/11/2006","A1","08/04/2006","20260427000000"
"3658198","CLOSED","07/17/2018","192","AVENUE U","11223","3192528","315",,"4B","SEP","07/30/2018","I2","07/18/2018","20260427000000"
"4268074","CLOSED","06/14/2006","200-04","34 AVENUE","11361","4135180","411",,"05","QNS.","07/28/2006","C2","07/13/2006","20260427000000"
"1436814","CLOSED","11/05/2016","11","BEACH STREET","10013","1002733","101",,"04","BEST","11/05/2016","V3","11/05/2016","20260427000000"
"3155730","CLOSED","04/26/2005","104","ROSS STREET","11211","3331321","301",,"52","BKLYN","05/24/2005","I2","05/23/2005","20260427000000"
"3A14656","CLOSED","05/22/2025","161","MARSHALL STREET","11201","3848533","302",,"7G","CSE","05/22/2025","I2","05/20/2025","20260427000000"
"1327052","CLOSED","06/13/2012","200","EAST 79 STREET","10075","1088595","108",,"91","ERT","06/14/2012","A8","06/13/2012","20260427000000"
"1286009","CLOSED","07/26/2010","128","SHERMAN AVENUE","10034","1064809","112",,"10","ERT","07/28/2010","I2","07/27/2010","20260427000000"
"1621205","CLOSED","10/26/2022","445","EAST 80 STREET","10075","1050368","108",,"6M","ELEVR","11/04/2022","I2","11/03/2022","20260427000000"
"4434028","CLOSED","02/10/2010","142-19","CHERRY AVENUE","11355","4117156","407",,"05","QNS.","03/08/2010","L2","03/08/2010","20260427000000"
"3467934","CLOSED","01/24/2014","740","EMPIRE BOULEVARD","11213","3038438","309",,"05","BKLYN","02/19/2014","C2","02/06/2014","20260427000000"
"1220314","CLOSED","03/29/2008","469","FORT WASHINGTON AVENUE","10033","1064336","112",,"04","ERT","04/21/2008","I2","04/19/2008","20260427000000"
"5066069","CLOSED","08/14/2007","134","BEACH STREET","10304","5013628","501",,"05","ST.IS","08/16/2007","I2","08/15/2007","20260427000000"
"3918697","CLOSED","07/15/2023","287","PROSPECT AVENUE","11215","3024212","307",,"6S","ELEVR","07/28/2023","H1","07/28/2023","20260427000000"
"4939514","CLOSED","10/05/2023","203-33","28 AVENUE","11360","4133146","411",,"35","QNS.","08/08/2024","I2","08/08/2024","20260427000000"
"2199524","CLOSED","06/17/2014","537","WEST 232 STREET","10463","2084047","208",,"05","BRONX","08/04/2014","I2","08/04/2014","20260427000000"
"4352403","CLOSED","05/09/2008","72-20","69 STREET","11385","4090335","405",,"55","QNS.","05/27/2008","I2","05/21/2008","20260427000000"
"4718732","CLOSED","01/08/2018","259-80","148 ROAD","11422","4291027","413",,"15","QNS.","01/09/2018","H1","01/09/2018","20260427000000"
"3978120","CLOSED","09/24/2024","67","OCEAN COURT","11235","3195452","315",,"86","BKLYN","09/26/2024","C2","09/26/2024","20260427000000"
"3904942","CLOSED","05/11/2023","257","NORTH 7 STREET","11211","3062001","301",,"7G","CSE","09/15/2023","L2","09/15/2023","20260427000000"
"3165568","CLOSED","08/07/2005","2756","FULTON STREET","11207","3083382","305",,"45","BKLYN","08/15/2005","A1","08/11/2005","20260427000000"
"3454412","CLOSED","08/24/2013","6023","FT HAMILTON PARKWAY","11219","3141188","312",,"49","SPOPS","09/11/2013","A8","09/10/2013","20260427000000"
"3710158","CLOSED","07/05/2019","69","ENGERT AVENUE","11222","3067564","301",,"05","BKLYN","08/27/2019","A8","08/27/2019","20260427000000"
"1054871","CLOSED","01/27/1998","459-463","WASHINGTON ST","10013","1010328","101",,"05","MAN.","02/05/1998","I2","02/03/1998","20260427000000"
"2104954","CLOSED","09/27/2007","711","WALTON AVENUE","10451","2002899","204",,"45","BRONX","11/14/2007","C2","11/13/2007","20260427000000"
"3333692","CLOSED","02/24/2010","2133","EAST   17 STREET","11229","3199674","315",,"4B","SEP","02/25/2010","A9","02/24/2010","20260427000000"
"2057173","CLOSED","01/26/2004","1305","VREELAND AVENUE","10461","2112970","210",,"14","BRONX","01/26/2004","I2","01/26/2004","20260427000000"
"4A18712","CLOSED","12/02/2025","106-39","96 STREET","11417","4191184","410",,"2B","ERT","12/04/2025","C2","12/04/2025","20260427000000"
"3685102","CLOSED","02/01/2019","925","EAST 37 STREET","11210","3206195","317",,"05","BKLYN","03/15/2019","I2","03/15/2019","20260427000000"
"4001485","CLOSED","03/21/1989","125-20","SUTPHIN BOULEVARD","11436","4261713","412",,"54","QNS.","03/27/1989","B1","03/22/1989","20260427000000"
"1006617","CLOSED","05/01/1990","1052","1 AVENUE","10022","1040536","106",,"23","MAN.","05/17/1990","A1","05/07/1990","20260427000000"
"2415310","ACTIVE","05/06/2025","2885","MARION AVENUE","10458","2128914","207",,"6M","ELEVR",,,,"20260427000000"
"4854214","CLOSED","08/03/2021","41-50","46 STREET","11104","4001745","402",,"7J","RTEU","08/04/2021","C2","08/04/2021","20260427000000"
"3835900","CLOSED","03/16/2022","2474","85 STREET","11214","3185372","311",,"45","Q-L","11/25/2022","C2","11/25/2022","20260427000000"
"1372496","CLOSED","05/29/2014","160","EAST 103 STREET","10029","1083441","111",,"63","ELEVR","09/08/2014","A1","06/09/2014","20260427000000"
"3779158","CLOSED","12/06/2020","257","PROSPECT PARK WEST","11215","3337820","307",,"05","EXEC","12/28/2020","I2","12/28/2020","20260427000000"
"3069189","CLOSED","02/02/1999","37","SOUTH 8TH ST","11211","3391744","301",,"05","BKLYN","02/12/1999","A9","02/09/1999","20260427000000"
"3289265","CLOSED","12/09/2008","1702","AVENUE Z","11235","3204968","315",,"23","SCFLD","12/12/2008","I2","12/11/2008","20260427000000"
"2189500","CLOSED","08/30/2013","2401","DAVIDSON AVENUE","10468","2014312","207",,"63","ELEVR","09/13/2013","H1","09/11/2013","20260427000000"
"2072083","CLOSED","06/30/2005","1130","PELHAM PARKWAY","10461","2049697","211",,"63","ELEVR","07/19/2005","I2","07/15/2005","20260427000000"
"3111495","CLOSED","04/16/2003","1445","EAST   58 STREET","11234","3221388","318",,"55","ERT","04/28/2003","I2","04/26/2003","20260427000000"
"4070238","CLOSED","09/15/1997","95-29","106 STREET","11416","4197256","409",,"48","QNS.","03/17/1999","I2","03/14/1999","20260427000000"
"1388333","CLOSED","01/28/2015","87","ST NICHLAS PLACE","10032","1061703","109",,"45","MAN.","02/04/2015","I2","02/03/2015","20260427000000"
"1038337","CLOSED","12/07/1995","59","BAYARD STREET","10013","1077443","103",,"05","MAN.","12/18/1995","I2","12/11/1995","20260427000000"
"4782985","CLOSED","07/22/2019","109-15","MERRICK BOULEVARD","11433","4218721","412",,"6S","ELEVR","08/05/2019","H1","08/05/2019","20260427000000"
"3973788","ACTIVE","08/22/2024","505","COURT STREET","11231","3397571","306",,"7K","RTEU",,,,"20260427000000"
"4029580","CLOSED","10/16/1992","90-07","221 STREET","11428","4229763","413",,"05","QNS.","12/24/1992","C2","12/16/1992","20260427000000"
"1424626","CLOSED","05/23/2016","351","WADSWORTH AVENUE","10040","1064022","112",,"10","ERT","05/24/2016","I2","05/24/2016","20260427000000"
"4152027","CLOSED","08/20/2002","7","SUMMIT COURT","11355","4531290","407",,"45","QNS.","10/29/2002","A9","10/28/2002","20260427000000"
"3710353","CLOSED","07/07/2019","1956","63 STREET","11204","3133214","311",,"86","ERT","07/08/2019","I2","07/07/2019","20260427000000"
"3144328","CLOSED","11/10/2004","20","MONITOR STREET","11222","3069846","301",,"30","BKLYN","12/07/2004","B1","11/30/2004","20260427000000"
"4300982","CLOSED","03/29/2007","50-61","40 STREET","11104","4002927","402",,"55","QNS.","05/07/2007","I2","05/03/2007","20260427000000"
"2114869","CLOSED","06/03/2008","241","MOUNT HOPE PLACE","10457","2007610","205",,"37","BRONX","07/02/2008","I2","06/26/2008","20260427000000"
"3679703","CLOSED","12/18/2018","40","DOWNING STREET","11238","3056841","302",,"1X","BKLYN","05/23/2019","L2","05/23/2019","20260427000000"
"4033309","CLOSED","06/02/1993","30-03","38 AVE",,"4430653","4",,"32","QNS.","06/16/1993","A1","06/08/1993","20260427000000"
"3109200","CLOSED","02/14/2003","1976","STUART STREET","11229","3184916","315",,"76","CITY","02/19/2003","I2","02/14/2003","20260427000000"
"4386614","CLOSED","01/15/2009","38-42","11 STREET","11101","4620269","401","IBZ","15","QNS.","03/01/2010","H1","03/01/2010","20260427000000"
"2348319","CLOSED","07/01/2022","2181","BARNES AVENUE","10462","2049425","211",,"6S","ELEVR","08/06/2022","A8","08/05/2022","20260427000000"
"4641524","CLOSED","01/09/2016","84-25","164 STREET","11432","4210803","408",,"45","QNS.","03/21/2016","H1","03/21/2016","20260427000000"
"3370930","CLOSED","03/14/2011","1011","FULTON STREET","11238","3057236","302",,"4B","SEP","03/24/2014","I1","03/03/2014","20260427000000"
"4806670","CLOSED","03/05/2020","62-11","108 STREET","11375","4619475","406",,"91","BEST","03/09/2020","I2","03/09/2020","20260427000000"
"3075132","CLOSED","11/05/1999","1469","BUSHWICK AV","11207","3413852","304",,"55","BKLYN","01/14/2000","H1","12/01/1999","20260427000000"
"3128365","CLOSED","03/30/2004","345","2 STREET","11215","3020782","306",,"45","BKLYN","05/25/2004","I2","05/24/2004","20260427000000"
"3113269","CLOSED","05/27/2003","1140","EAST   99 STREET","11236","3231933","318",,"45","BKLYN","10/29/2003","A1","10/27/2003","20260427000000"
"3856457","CLOSED","05/28/2022","48","MARCY AVENUE","11211","3062697","301",,"7J","RTEU","05/29/2022","A8","05/29/2022","20260427000000"
"3422598","CLOSED","08/28/2012","508","NEW LOTS AVENUE","11207","3394471","305",,"15","BKLYN","09/06/2012","A8","08/28/2012","20260427000000"
"3889405","CLOSED","01/13/2023","290","EAST 53 STREET","11203","3102215","317",,"1X","BKLYN","09/27/2024","L2","09/27/2024","20260427000000"
"3346798","CLOSED","06/30/2010","1163","FULTON STREET","11216","3057434","303",,"05","BKLYN","06/30/2010","A8","02/24/2010","20260427000000"
"5129614","CLOSED","08/14/2017","55","KELVIN AVENUE","10306","5064399","503",,"31","ST.IS","12/08/2017","C4","11/30/2017","20260427000000"
"3705870","CLOSED","06/07/2019","273","GRAND AVENUE","11238","3055567","302",,"30","ERT","06/08/2019","I2","06/07/2019","20260427000000"
"3040770","CLOSED","05/05/1995","2424","KINGS HIGHWAY","11229","3182216","315",,"05","BKLYN","02/08/1996","C2","02/02/1996","20260427000000"
"1084312","CLOSED","02/07/2001","113","WEST  106 STREET","10025","1055962","107",,"73","MAN.","02/13/2001","I2","02/12/2001","20260427000000"
"1018763","CLOSED","04/21/1992","721","10 AVENUE","10019","1083799","104",,"46","MAN.","09/29/1992","H1","09/18/1992","20260427000000"
"2285830","CLOSED","07/26/2019","660","FOX STREET","10455","2005089","202",,"59","ELCTR","07/29/2019","A8","07/29/2019","20260427000000"
"4469681","CLOSED","01/13/2011","24-39","82 STREET","11370","4023980","403",,"45","QNS.","02/07/2011","H1","02/02/2011","20260427000000"
"3962769","CLOSED","05/31/2024","1520","SHEEPSHEAD BAY ROAD","11235","3323043","315",,"49","SPOPS","05/31/2024","F3","05/31/2024","20260427000000"
"4507158","CLOSED","02/12/2012","52-01","GRAND CENTRAL PARKWAY","11355","4458851","481",,"45","QNS.","02/23/2012","G6","02/23/2012","20260427000000"
"1130602","CLOSED","10/18/2004","151","WEST  119 STREET","10026","1057537","110",,"21","MAN.","10/16/2006","L2","10/16/2006","20260427000000"
"3720485","CLOSED","09/08/2019","242","STRATFORD ROAD","11218","3118166","314",,"4A","SPOPS","09/26/2019","C2","09/26/2019","20260427000000"
"3960615","CLOSED","05/15/2024","628","EAST 31 STREET","11210","3428752","317",,"6X","OBM","05/16/2024","I2","05/16/2024","20260427000000"
"1707886","CLOSED","10/22/2025","585","WEST END AVENUE","10024","1034019","107",,"58","BOILR","10/27/2025","I2","10/27/2025","20260427000000"
"4237546","CLOSED","08/26/2005","114-36","SUTTER AVENUE","11420","4253763","410",,"45","QNS.","10/28/2005","A9","10/08/2005","20260427000000"
"5180542","CLOSED","10/17/2023","104","JEROME ROAD","10305","5049561","502",,"7F","CSE","10/19/2023","I2","10/18/2023","20260427000000"
"1012875","CLOSED","04/19/1991","76","MADISON AVENUE","10016","1087536","105",,"46","MAN.","11/25/1991","I2","11/14/1991","20260427000000"
"4125208","CLOSED","04/11/2001","147-18","45 AVENUE","11355","4122817","407",,"73","QNS.","04/16/2001","A9","04/11/2001","20260427000000"
"2098056","CLOSED","04/26/2007","1136","CALHOUN AVENUE","10465","2072594","210",,"05","BRONX","05/17/2007","B1","05/16/2007","20260427000000"
"4975645","CLOSED","10/18/2024","109-26","111 STREET","11420","4247660","410",,"45","Q-L","06/30/2025","C4","06/30/2025","20260427000000"
"3095053","CLOSED","12/10/2001","85","LOUISA STREET","11218","3123916","312",,"71","BKLYN","01/07/2002","C2","12/31/2001","20260427000000"
"4849888","CLOSED","06/28/2021","147-03","7 AVENUE","11357","4101889","407",,"91","ERT","06/29/2021","I2","06/29/2021","20260427000000"
