"complaint_number","status","date_entered","house_number","house_street","zip_code","bin","community_board","special_district","complaint_category","unit","disposition_date","disposition_code","inspection_date","dobrundate"
"2257379","CLOSED","02/14/2018","626","MANIDA STREET","10474","2006662","202",,"58","BOILR","02/21/2018","C2","02/21/2018","20260427000000"
"5195730","CLOSED","04/05/2026","10","AKRON STREET","10314","5104032","502",,"05","OBM","04/10/2026","C2","04/10/2026","20260427000000"
"3140172","CLOSED","09/07/2004","1748","70 STREET","11204","3157270","311",,"59","ELCTR","05/06/2005","I2","05/03/2005","20260427000000"
"3726120","CLOSED","10/16/2019","2402","65 STREET","11204","3174574","311",,"74","BKLYN","12/17/2019","I2","12/17/2019","20260427000000"
"4318554","CLOSED","08/14/2007","97-49","78 STREET","11416","4188077","409",,"45","QNS.","09/27/2007","C2","09/18/2007","20260427000000"
"1135901","CLOSED","01/29/2005","400","3 AVENUE","10016","1087633","106",,"30","ERT","01/31/2005","I2","01/29/2005","20260427000000"
"4325845","CLOSED","10/09/2007","93-20","CORONA AVENUE","11373","4430254","404",,"66","QNS.","10/15/2007","C2","10/13/2007","20260427000000"
"4952946","CLOSED","03/11/2024","47-09","SKILLMAN AVENUE","11104","4001355","402",,"7K","RTEU","03/19/2024","I2","03/19/2024","20260427000000"
"4481710","CLOSED","05/20/2011","94-10","80 STREET","11416","4187039","409",,"45","QNS.","12/21/2011","C2","12/17/2011","20260427000000"
"4209374","CLOSED","12/04/2004","50-16","96 STREET","11368","4046733","404",,"74","QNS.","04/22/2005","C2","04/21/2005","20260427000000"
"1221444","CLOSED","04/10/2008","555","WEST  156 STREET","10032","1062727","112",,"05","MAN.","04/23/2008","I2","04/16/2008","20260427000000"
"5182732","CLOSED","03/03/2024","29","SIMONSON AVENUE","10303","5175930","501",,"94","PLUMB","03/22/2024","L2","03/22/2024","20260427000000"
"1250450","CLOSED","03/05/2009","250","WEST   24 STREET","10011","1084993","104",,"03","ERT","03/06/2009","I2","03/05/2009","20260427000000"
"2054528","CLOSED","09/17/2003","3560","OLINVILLE AVENUE","10467","2057282","212",,"73","BRONX","10/03/2003","C2","10/02/2003","20260427000000"
"4590290","CLOSED","06/09/2014","83-15","MYRTLE AVENUE","11385","4093730","405",,"35","QNS.","01/20/2015","A8","01/17/2015","20260427000000"
"5190294","CLOSED","05/06/2025","21 GAR","WALBROOKE AVENUE","10301","5157158","501",,"1X","ST.IS","05/07/2025","I3","05/07/2025","20260427000000"
"2308057","CLOSED","10/14/2020","4515","PARK AVENUE","10457","2011175","206",,"1X","BRONX","10/16/2020","I2","10/15/2020","20260427000000"
"3689787","CLOSED","03/07/2019","11","SPENCER STREET","11205","3048295","303",,"2E","BEST","03/07/2019","P6","03/07/2019","20260427000000"
"4180615","CLOSED","11/26/2003","51-01","39 AVENUE","11104","4430613","402",,"21","QNS.","02/22/2005","I2","02/19/2005","20260427000000"
"4479194","CLOSED","04/28/2011","40-25","158 STREET","11358","4119363","407",,"71","QNS.","10/11/2011","H1","10/08/2011","20260427000000"
"4477879","CLOSED","04/16/2011","132-08","ATLANTIC AVENUE","11419","4537320","409",,"45","QNS.","09/06/2011","H1","09/02/2011","20260427000000"
"4007600","CLOSED","11/20/1989","147-10","235 STREET","11422","4535201","413",,"33","QNS.","11/27/1989","B1","11/22/1989","20260427000000"
"1054374","CLOSED","01/06/1998","309","EAST 60 STREET","10022","1044196","108",,"46","MAN.","02/04/1998","I2","01/30/1998","20260427000000"
"1249372","CLOSED","02/20/2009","2298","FREDRICK DOUGLAS BOULEVARD","10027","1090411","110",,"03","MAN.","02/20/2009","I2","02/20/2009","20260427000000"
"1034407","CLOSED","04/17/1995","1","ARDEN STREET","10040","1064180","112",,"40","MAN.","05/02/1995","H1","05/02/1995","20260427000000"
"3A20320","CLOSED","07/04/2025","365","WESTMINSTER ROAD","11218","3118320","314",,"45","Q-L","08/21/2025","C2","08/20/2025","20260427000000"
"1309841","CLOSED","09/20/2011","620","WEST  172 STREET","10032","1063486","112",,"63","ELEVR","11/15/2011","H1","11/07/2011","20260427000000"
"3961288","CLOSED","05/20/2024","1426","GREENE AVENUE","11237","3075474","304",,"09","BKLYN","08/01/2024","L2","07/31/2024","20260427000000"
"1214762","CLOSED","01/31/2008","155","EAST   52 STREET","10022","1036468","106",,"63","ELEVR","02/28/2008","A1","02/27/2008","20260427000000"
"3781173","CLOSED","12/23/2020","77","CLARKSON AVENUE","11226","3426820","309",,"6S","ELEVR","02/04/2021","C2","02/03/2021","20260427000000"
"1085064","CLOSED","03/06/2001","435","3 AVENUE","10016","1019947","106",,"30","MAN.","03/06/2001","A1","03/06/2001","20260427000000"
"2181397","CLOSED","01/23/2013","2165","RYER AVENUE","10457","2013717","205",,"63","ELEVR","02/22/2013","H1","02/21/2013","20260427000000"
"2377188","CLOSED","09/28/2023","919","EAGLE AVENUE","10456","2004380","203",,"1Y","EXEC","10/16/2023","I2","10/16/2023","20260427000000"
"4A08046","CLOSED","08/21/2025","101-20","125 STREET","11419","4200748","409",,"58","BOILR","08/21/2025","A8","08/21/2025","20260427000000"
"4309047","CLOSED","06/07/2007","85-21","79 STREET","11421","4181390","409",,"05","QNS.","07/06/2007","C2","07/06/2007","20260427000000"
"1067310","CLOSED","06/03/1999","568","WEST 171 STREET","10032","1063038","112",,"73","MAN.","08/30/1999","I2","08/25/1999","20260427000000"
"2395100","CLOSED","06/30/2024","1103","OLMSTEAD AVENUE","10472","2026118","209",,"45","Q-L","11/08/2024","C4","11/08/2024","20260427000000"
"1052046","CLOSED","09/26/1997","2034","5 AVENUE","10035","1053530","110",,"29","MAN.","10/14/1997","I2","10/06/1997","20260427000000"
"4968845","CLOSED","08/13/2024","98-33","64 AVENUE","11374","4431972","406",,"6S","ELEVR","08/22/2024","H1","08/22/2024","20260427000000"
"4656286","CLOSED","06/16/2016","37-20","PRINCE STREET","11354","4112269","407",,"45","QNS.","01/31/2017","C4","01/30/2017","20260427000000"
"2356058","CLOSED","11/19/2022","2042","COLONIAL AVENUE","10461","2047762","210",,"83","BRONX","12/13/2024","A8","12/13/2024","20260427000000"
"1707425","CLOSED","10/17/2025","500","PARK AVENUE","10022","1036084","105",,"6V","OBM","10/20/2025","I2","10/20/2025","20260427000000"
"5055595","CLOSED","02/13/2006","15","MANN AVENUE","10314","5149229","501",,"73","ST.IS","02/13/2006","A9","02/13/2006","20260427000000"
"4849434","CLOSED","06/24/2021","161-42","88 STREET","11414","4293893","410",,"55","QNS.","06/25/2021","A8","06/24/2021","20260427000000"
"2190737","CLOSED","10/08/2013","1447","ROSEDALE AVENUE","10460","2127813","209",,"31","BRONX","01/22/2015","A8","01/22/2015","20260427000000"
"4848168","CLOSED","06/14/2021","97-11","SUTPHIN BOULEVARD","11435","4623127","412",,"7G","CSE","06/15/2021","I2","06/15/2021","20260427000000"
"4748607","CLOSED","09/20/2018","65-44","WOODSIDE AVENUE","11377","4542662","402",,"45","QNS.","11/13/2018","C4","11/09/2018","20260427000000"
"4992653","CLOSED","04/09/2025","31-35","CRESCENT STREET","11106","4007109","401",,"66","PLUMB","04/18/2025","C2","04/18/2025","20260427000000"
"2369681","CLOSED","06/20/2023","500","BAYCHESTER AVENUE","10475","2072353","210",,"2G","SPOPS","09/05/2023","A8","07/18/2023","20260427000000"
"1041513","CLOSED","05/10/1996","206","WEST 99 STREET","10025","1056406","107",,"66","MAN.","08/01/1996","C2","08/01/1996","20260427000000"
"3241545","CLOSED","10/10/2007","1473","BUSHWICK AVENUE","11207","3080327","304",,"03","BKLYN","10/10/2007","I2","10/10/2007","20260427000000"
"3030949","CLOSED","09/07/1993","1318","AVENUE J","11230","3179913","314",,"05","BKLYN","09/17/1993","I2","09/09/1993","20260427000000"
"4598253","CLOSED","08/28/2014","135-36","40 ROAD","11354","4114142","407",,"49","SPOPS","07/31/2015","I2","07/21/2015","20260427000000"
"4191573","CLOSED","04/19/2004","8536","WOODHAVEN BOULEVARD","11421","4182261","409",,"45","QNS.","06/15/2004","A9","06/02/2004","20260427000000"
"4853232","CLOSED","07/26/2021","137-66","JUNIPER AVENUE","11355","4617727","407",,"4A","SPOPS","08/25/2021","C4","08/25/2021","20260427000000"
"4232666","CLOSED","07/23/2005","34-11","36 AVENUE","11106","4009589","401",,"05","QNS.","10/01/2005","I2","09/30/2005","20260427000000"
"2112555","CLOSED","04/09/2008","315","EAST  169 STREET","10456","2007219","204",,"03","BRONX","04/10/2008","F6","04/10/2008","20260427000000"
"4592469","CLOSED","06/30/2014","26-33","28 STREET","11102","4007719","401",,"14","EXCAV","07/08/2014","I2","06/30/2014","20260427000000"
"4232679","CLOSED","07/23/2005","95-55","ROOSEVELT AVENUE","11372","4437137","403",,"45","QNS.","10/11/2005","H1","09/30/2005","20260427000000"
"4303336","CLOSED","04/19/2007","84-29","LEFFERTS BOULEVARD","11415","4192921","409",,"05","QNS.","04/23/2007","I1","04/20/2007","20260427000000"
"3247969","CLOSED","12/14/2007","4916","11 AVENUE","11219","3137627","312",,"09","BKLYN","02/15/2008","I2","02/13/2008","20260427000000"
"2130575","CLOSED","05/22/2009","122","EAST  237 STREET","10470","2117618","212",,"91","BRONX","05/26/2009","I2","05/22/2009","20260427000000"
"1290896","CLOSED","10/11/2010","420","EAST   80 STREET","10075","1050352","108",,"4A","SPOPS","03/26/2013","C2","03/26/2013","20260427000000"
"1194203","CLOSED","05/21/2007","248","WEST  105 STREET","10025","1056602","107",,"58","BOILR","06/18/2007","A1","06/09/2007","20260427000000"
"3873101","CLOSED","09/12/2022","29","GREENPOINT AVENUE","11222","3064667","301",,"7G","CSE","09/12/2022","I2","09/12/2022","20260427000000"
"2074498","CLOSED","08/18/2005","2630","HARDING AVENUE","10465","2091538","210",,"05","BRONX","09/28/2005","C2","09/27/2005","20260427000000"
"2133479","CLOSED","07/29/2009","961","SOUTHERN BOULEVARD","10459","2005786","202",,"55","BRONX","07/29/2009","A9","07/08/2009","20260427000000"
"5044394","CLOSED","04/14/2004","91","VREELAND STREET","10302","5023984","501",,"05","ST.IS","04/29/2004","I2","04/28/2004","20260427000000"
"4297198","CLOSED","03/05/2007","93-15","49 AVENUE","11373","4046057","404",,"45","QNS.","04/09/2007","C2","04/02/2007","20260427000000"
"4899828","CLOSED","08/23/2022","132-25","41 AVENUE","11355","4114163","407",,"7G","CSE","08/26/2022","I2","08/24/2022","20260427000000"
"5044594","CLOSED","04/27/2004","125","WEST CEDARVIEW AVENUE","10306","5060525","503",,"45","ST.IS","05/21/2004","I2","05/20/2004","20260427000000"
"4330593","CLOSED","11/14/2007","93-07","202 STREET","11423","4222718","412",,"45","QNS.","12/18/2007","A9","12/03/2007","20260427000000"
"1613913","CLOSED","07/13/2022","620","WEST 190 STREET","10040","1064016","112",,"37","ERT","07/13/2022","A8","07/13/2022","20260427000000"
"3439427","CLOSED","03/23/2013","368","97 STREET","11209","3155852","310",,"80","ELEVR","03/29/2013","H1","03/26/2013","20260427000000"
"3262587","CLOSED","04/29/2008","254","NORTH    6 STREET","11211","3397051","301",,"91","BKLYN","04/29/2008","I2","04/29/2008","20260427000000"
"4758303","CLOSED","12/20/2018","20-31","41 STREET","11105","4015548","401",,"45","QNS.","01/10/2019","C2","01/10/2019","20260427000000"
"4222553","CLOSED","05/05/2005","216-20","28 AVENUE","11360","4133915","411",,"55","QNS.","05/13/2005","A1","05/11/2005","20260427000000"
"1224123","CLOSED","05/09/2008","109","WEST  112 STREET","10026","1054984","110",,"05","MAN.","07/30/2008","I2","07/25/2008","20260427000000"
"1442140","CLOSED","01/27/2017","112","EAST 103 STREET","10029","1051905","111",,"58","BOILR","02/17/2017","I2","02/17/2017","20260427000000"
"3087103","CLOSED","02/27/2001","1401","PACIFIC STREET","11216","3029850","308",,"36","BKLYN","03/26/2001","B1","03/23/2001","20260427000000"
"2351220","CLOSED","08/17/2022","1819","SEDGWICK AVENUE","10453","2129750","205",,"7G","CSE","08/18/2022","I2","08/01/2022","20260427000000"
"1648474","CLOSED","09/18/2023","46","WARREN STREET","10007","1001474","101",,"73","MAN.","09/18/2023","A1","08/31/2023","20260427000000"
"4179295","CLOSED","11/12/2003","104-14","88 AVENUE","11418","4194343","409",,"45","QNS.","03/22/2005","C2","03/19/2005","20260427000000"
"4070203","CLOSED","09/15/1997","22-02","GREENE AVENUE","11385","4080326","405",,"48","QNS.","10/09/1997","I2","09/21/1997","20260427000000"
"2108218","CLOSED","12/20/2007","3136","PERRY AVENUE","10467","2018299","207",,"09","BRONX","01/11/2008","I2","01/08/2008","20260427000000"
"2092205","CLOSED","11/29/2006","817","ELSMERE PLACE","10460","2010076","206",,"05","BRONX","11/29/2006","H1","11/29/2006","20260427000000"
"3595356","CLOSED","03/16/2017","1913","ALBANY AVENUE","11210","3804198","318",,"55","BKLYN","01/25/2019","I2","01/23/2019","20260427000000"
"5148033","CLOSED","03/24/2020","3155","AMBOY ROAD","10306","5107641","503",,"94","PLUMB","01/16/2026","L2","01/16/2026","20260427000000"
"3602084","CLOSED","05/11/2017","973","EAST 12 STREET","11230","3179536","314",,"35","ERT","02/24/2018","I2","02/24/2018","20260427000000"
"3426871","CLOSED","10/15/2012","2033","PITKIN AVENUE","11207","3083781","305","IBZ","45","BKLYN","10/17/2012","I1","10/17/2012","20260427000000"
"4955535","CLOSED","04/05/2024","141-05","NORTHERN BOULEVARD","11354","4533099","407",,"73","QNS.","04/05/2024","A1","02/29/2024","20260427000000"
"4403451","CLOSED","06/09/2009","30-52","38 STREET","11103","4010600","401",,"05","QNS.","06/23/2009","I2","06/18/2009","20260427000000"
"4513280","CLOSED","04/21/2012","69-12","MANSE STREET","11375","4076746","406",,"76","QNS.","04/24/2012","C2","04/24/2012","20260427000000"
"1372487","CLOSED","05/29/2014","112","WEST 80 STREET","10024","1031769","107",,"05","MAN.","07/27/2014","I2","07/26/2014","20260427000000"
"1167334","CLOSED","06/01/2006","520","WEST  144 STREET","10031","1061890","109",,"63","ELEVR","06/09/2006","H1","06/02/2006","20260427000000"
"4360366","CLOSED","06/30/2008","52-21","VANDAM STREET","11101","4003617","402","IBZ","30","QNS.","07/01/2008","A9","06/30/2008","20260427000000"
"4495779","CLOSED","10/03/2011","23-44","96 STREET","11369","4539999","403",,"4C","EXCAV","10/03/2011","A8","10/03/2011","20260427000000"
"3811800","CLOSED","08/30/2021","601","ALBANY AVENUE","11203","3107232","309",,"6S","ELEVR","11/05/2021","H1","11/05/2021","20260427000000"
"3346019","CLOSED","06/23/2010","571","WASHINGTON AVENUE","11238","3027497","308",,"31","BKLYN","08/11/2010","A8","08/04/2010","20260427000000"
"4066459","CLOSED","06/26/1997","35-19","36 AVENUE","11106","4009596","401",,"33","QNS.","08/29/1997","B1","08/11/1997","20260427000000"
"3104352","CLOSED","09/20/2002","233","60 STREET","11220","3016254","307",,"14","BKLYN","09/20/2002","I2","09/20/2002","20260427000000"
"3011529","CLOSED","08/20/1990","192","MADISON STREET","11216","3051568","303",,"41","BKLYN","08/31/1990","I2","08/21/1990","20260427000000"
"4313257","CLOSED","07/10/2007","101-15","98 STREET","11416","4189441","409",,"45","QNS.","08/17/2007","I2","08/13/2007","20260427000000"
"4066077","CLOSED","06/18/1997","31-31","104 STREET","11369","4041862","403",,"05","QNS.","07/22/1997","I2","06/29/1997","20260427000000"
"1442379","CLOSED","01/31/2017","175","WEST 76 STREET","10023","1030169","107",,"63","ELEVR","02/02/2017","H1","02/02/2017","20260427000000"
"4003676","CLOSED","06/22/1989","40-19","170 STREET","11358","4120637","407",,"45","QNS.","04/10/1990","C2","04/05/1990","20260427000000"
"2067250","CLOSED","02/16/2005","2885","VALENTINE AVENUE","10458","2017184","207",,"58","BOILR","04/13/2005","I2","03/31/2005","20260427000000"
"5156059","CLOSED","07/09/2021","84","WIELAND AVENUE","10309","5085086","503",,"29","ST.IS","07/26/2021","I2","07/26/2021","20260427000000"
"2018990","CLOSED","05/28/1996","2259","WESTCHESTER AVENUE","10462","2041427","210",,"05","BRONX","05/28/1996","I1","05/28/1996","20260427000000"
"2247285","CLOSED","07/29/2017","2264","DAVIDSON AVENUE","10453","2014219","205",,"05","BRONX","10/03/2017","C2","10/03/2017","20260427000000"
"3510893","CLOSED","04/07/2015","377","SOUTH 5 STREET","11211","3063518","301",,"23","SCFLD","04/07/2015","I2","04/07/2015","20260427000000"
"4347005","CLOSED","04/08/2008","109-04","NORTHERN BOULEVARD","11368","4532236","403",,"55","QNS.","04/24/2008","H1","04/21/2008","20260427000000"
"4184027","CLOSED","01/12/2004","37-55","91 STREET","11372","4036415","403",,"45","QNS.","03/05/2004","A1","02/25/2004","20260427000000"
"4406878","CLOSED","07/07/2009","29-27","40 ROAD","11101","4004862","401",,"21","BEST","07/08/2009","L2","07/08/2009","20260427000000"
"2144861","CLOSED","05/06/2010","50","EAST  212 STREET","10467","2017808","207",,"63","ELEVR","08/04/2010","H1","07/26/2010","20260427000000"
"3254819","CLOSED","02/26/2008","2027","EAST   38 STREET","11234","3241111","318",,"05","BKLYN","03/15/2008","I2","03/12/2008","20260427000000"
"3919027","CLOSED","07/18/2023","24","COVE LANE","11234","3343153","318",,"7J","RTEU","07/19/2023","C2","07/19/2023","20260427000000"
"1549544","CLOSED","08/05/2020","103","EAST 29 STREET","10016","1018240","105",,"23","CSE","08/10/2020","A8","08/10/2020","20260427000000"
"3A04945","CLOSED","03/03/2025","392","CLINTON STREET","11231","3004334","306",,"2A","BKLYN","04/22/2025","I2","04/22/2025","20260427000000"
"4419669","CLOSED","10/13/2009","88-05","171 STREET","11432","4210221","412",,"45","QNS.","12/15/2009","I2","12/12/2009","20260427000000"
"3303647","CLOSED","05/03/2009","2910","CLARENDON ROAD","11226","3120017","317",,"37","BKLYN","05/04/2009","I2","05/04/2009","20260427000000"
"1151773","CLOSED","10/03/2005","182","BLEECKER STREET","10012","1008319","102",,"05","MAN.","10/12/2005","I2","10/07/2005","20260427000000"
"3A19419","CLOSED","06/27/2025","50","VERNON AVENUE","11206","3341946","303",,"86","ERT","06/29/2025","I2","06/28/2025","20260427000000"
"1345353","CLOSED","03/21/2013","271","CANAL STREET","10013","1002694","102",,"4B","SEP","07/31/2013","A1","07/24/2013","20260427000000"
"3A39670","CLOSED","12/01/2025","16","AVENUE O","11204","3174088","311",,"1X","BKLYN","01/28/2026","L2","01/28/2026","20260427000000"
"4129457","CLOSED","06/20/2001","135-14","91 AVENUE","11418","4196960","409",,"45","QNS.","10/24/2001","I2","10/21/2001","20260427000000"
"4A23137","CLOSED","01/21/2026","222-05","56 AVENUE","11364","4439440","411",,"10","ERT","01/22/2026","I2","01/22/2026","20260427000000"
"3529968","CLOSED","09/13/2015","9411","SHORE ROAD","11209","3155390","310",,"83","BKLYN","09/14/2015","I1","09/14/2015","20260427000000"
"3581851","CLOSED","11/16/2016","675","MARCY AVENUE","11216","3425127","303",,"10","BEST","12/07/2016","I2","12/07/2016","20260427000000"
"4244915","CLOSED","10/18/2005","37-52","COLLEGE POINT BOULEVARD","11355","4112200","407",,"31","QNS.","11/07/2005","I2","11/02/2005","20260427000000"
"3108536","CLOSED","01/24/2003","301","SMITH STREET","11231","3007052","306",,"59","ELCTR","03/07/2003","I2","02/26/2003","20260427000000"
"5028418","CLOSED","11/13/2000","96","BERGLUND AVENUE","10314","5036930","502",,"15","ST.IS","11/29/2000","A1","11/27/2000","20260427000000"
"3978913","CLOSED","10/01/2024","196","ELLERY STREET","11206","3338870","303",,"04","ERT","10/12/2024","C2","10/12/2024","20260427000000"
"5022931","CLOSED","07/15/1998","12","HEANEY AVE",,"5833978","5",,"73","ST.IS","08/05/1998","I2","08/04/1998","20260427000000"
"3620654","CLOSED","09/25/2017","476","LAFAYETTE AVENUE","11205","3055679","303",,"4S","SYE","05/29/2018","I2","05/25/2018","20260427000000"
"3807672","CLOSED","07/27/2021","1416","WILLOUGHBY AVENUE","11237","3073039","304",,"37","ERT","07/28/2021","C2","07/28/2021","20260427000000"
"2056548","CLOSED","12/23/2003","237","EAST  202 STREET","10458","2017240","207",,"66","BRONX","01/14/2004","C2","01/06/2004","20260427000000"
"1065890","CLOSED","04/12/1999","612","WEST 144 STREET","10031","1062363","109",,"66","MAN.","04/14/1999","C2","04/14/1999","20260427000000"
